timestamp,room,temperature,presence,luminosity
2025-03-01 00:50:00,Quarto,23.5,1,40.0
2025-03-01 00:50:00,Cozinha,28.0,0,10.0
2025-03-01 00:51:00,Sala,28.0,0,19.0
2025-03-01 00:51:00,Quarto,22.6,1,37.0
2025-03-01 00:51:00,Cozinha,28.0,0,17.0
2025-03-01 00:52:00,Sala,28.0,0,15.0
2025-03-01 00:52:00,Quarto,22.5,1,15.0
2025-03-01 00:52:00,Cozinha,28.0,0,14.0
2025-03-01 00:53:00,Sala,28.0,0,20.0
2025-03-01 00:53:00,Quarto,22.5,1,23.0
2025-03-01 00:53:00,Cozinha,28.0,0,15.0
2025-03-01 00:54:00,Sala,28.4,0,11.0
2025-03-01 00:54:00,Quarto,23.5,1,30.0
2025-03-01 00:54:00,Cozinha,28.4,0,12.0
2025-03-01 00:55:00,Sala,28.1,0,16.0
2025-03-01 00:55:00,Quarto,22.7,1,31.0
2025-03-01 00:55:00,Cozinha,28.1,0,14.0
2025-03-01 00:56:00,Sala,28.0,0,17.0
2025-03-01 00:56:00,Quarto,23.5,1,11.0
2025-03-01 00:56:00,Cozinha,28.0,0,21.0
2025-03-01 00:57:00,Sala,28.0,0,15.0
2025-03-01 00:57:00,Quarto,23.3,1,34.0
2025-03-01 00:57:00,Cozinha,28.0,0,13.0
2025-03-01 00:58:00,Sala,28.0,0,14.0
2025-03-01 00:58:00,Quarto,22.7,1,40.0
2025-03-01 00:58:00,Cozinha,28.0,0,16.0
2025-03-01 00:59:00,Sala,28.0,0,18.0
2025-03-01 00:59:00,Quarto,23.2,1,40.0
2025-03-01 00:59:00,Cozinha,28.0,0,17.0
2025-03-01 01:00:00,Sala,28.0,0,13.0
2025-03-01 01:00:00,Quarto,23.4,1,39.0
2025-03-01 01:00:00,Cozinha,28.0,0,15.0
2025-03-01 01:01:00,Sala,28.0,0,19.0
2025-03-01 01:01:00,Quarto,22.7,1,38.0
2025-03-01 01:01:00,Cozinha,28.0,0,14.0
2025-03-01 01:02:00,Sala,28.0,0,18.0
2025-03-01 01:02:00,Quarto,23.4,1,40.0
2025-03-01 01:02:00,Cozinha,28.0,0,19.0
2025-03-01 01:03:00,Sala,28.0,0,17.0
2025-03-01 01:03:00,Quarto,22.8,1,35.0
2025-03-01 01:03:00,Cozinha,28.0,0,15.0
2025-03-01 01:04:00,Sala,28.0,0,17.0
2025-03-01 01:04:00,Quarto,22.6,1,40.0
2025-03-01 01:04:00,Cozinha,28.0,0,12.0
2025-03-01 01:05:00,Sala,28.0,0,18.0
2025-03-01 01:05:00,Quarto,23.4,1,39.0
2025-03-01 01:05:00,Cozinha,28.0,0,17.0
2025-03-01 01:06:00,Sala,28.0,0,12.0
2025-03-01 01:06:00,Quarto,23.0,1,20.0
2025-03-01 01:06:00,Cozinha,28.0,0,18.0
2025-03-01 01:07:00,Sala,28.0,0,13.0
2025-03-01 01:07:00,Quarto,22.8,1,36.0
2025-03-01 01:07:00,Cozinha,28.0,0,13.0
2025-03-01 01:08:00,Sala,28.0,0,16.0
2025-03-01 01:08:00,Quarto,23.1,1,22.0
2025-03-01 01:08:00,Cozinha,28.0,0,14.0
2025-03-01 01:09:00,Sala,28.1,0,11.0
2025-03-01 01:09:00,Quarto,22.5,1,19.0
2025-03-01 01:09:00,Cozinha,28.1,0,14.0
2025-03-01 01:10:00,Sala,28.1,0,19.0
2025-03-01 01:10:00,Quarto,23.4,1,28.0
2025-03-01 01:10:00,Cozinha,28.1,0,15.0
2025-03-01 01:11:00,Sala,28.0,0,15.0
2025-03-01 01:11:00,Quarto,22.9,1,35.0
2025-03-01 01:11:00,Cozinha,28.0,0,13.0
2025-03-01 01:12:00,Sala,28.2,0,20.0
2025-03-01 01:12:00,Quarto,22.9,1,36.0
2025-03-01 01:12:00,Cozinha,28.2,0,17.0
2025-03-01 01:13:00,Sala,28.0,0,16.0
2025-03-01 01:13:00,Quarto,23.0,1,31.0
2025-03-01 01:13:00,Cozinha,28.0,0,13.0
2025-03-01 01:14:00,Sala,28.0,0,16.0
2025-03-01 01:14:00,Quarto,23.5,1,40.0
2025-03-01 01:14:00,Cozinha,28.0,0,21.0
2025-03-01 01:15:00,Sala,28.0,0,18.0
2025-03-01 01:15:00,Quarto,23.1,1,40.0
2025-03-01 01:15:00,Cozinha,28.0,0,13.0
2025-03-01 01:16:00,Sala,28.0,0,13.0
2025-03-01 01:16:00,Quarto,22.5,1,22.0
2025-03-01 01:16:00,Cozinha,28.0,0,13.0
2025-03-01 01:17:00,Sala,28.0,0,16.0
2025-03-01 01:17:00,Quarto,23.5,1,40.0
2025-03-01 01:17:00,Cozinha,28.0,0,13.0
2025-03-01 01:18:00,Sala,28.0,0,16.0
2025-03-01 01:18:00,Quarto,22.5,1,40.0
2025-03-01 01:18:00,Cozinha,28.0,0,19.0
2025-03-01 01:19:00,Sala,28.0,0,10.0
2025-03-01 01:19:00,Quarto,23.5,1,28.0
2025-03-01 01:19:00,Cozinha,28.0,0,19.0
2025-03-01 01:20:00,Sala,28.0,0,13.0
2025-03-01 01:20:00,Quarto,23.0,1,31.0
2025-03-01 01:20:00,Cozinha,28.0,0,14.0
2025-03-01 01:21:00,Sala,28.2,0,12.0
2025-03-01 01:21:00,Quarto,22.9,1,32.0
2025-03-01 01:21:00,Cozinha,28.2,0,17.0
2025-03-01 01:22:00,Sala,28.2,0,12.0
2025-03-01 01:22:00,Quarto,22.5,1,40.0
2025-03-01 01:22:00,Cozinha,28.2,0,16.0
2025-03-01 01:23:00,Sala,28.0,0,20.0
2025-03-01 01:23:00,Quarto,23.1,1,40.0
2025-03-01 01:23:00,Cozinha,28.0,0,15.0
2025-03-01 01:24:00,Sala,28.6,0,20.0
2025-03-01 01:24:00,Quarto,22.9,1,40.0
2025-03-01 01:24:00,Cozinha,28.6,0,17.0
2025-03-01 01:25:00,Sala,28.4,0,12.0
2025-03-01 01:25:00,Quarto,23.3,1,40.0
2025-03-01 01:25:00,Cozinha,28.4,0,10.0
2025-03-01 01:26:00,Sala,28.0,0,9.0
2025-03-01 01:26:00,Quarto,22.9,1,40.0
2025-03-01 01:26:00,Cozinha,28.0,0,20.0
2025-03-01 01:27:00,Sala,28.0,0,20.0
2025-03-01 01:27:00,Quarto,22.5,1,10.0
2025-03-01 01:27:00,Cozinha,28.0,0,15.0
2025-03-01 01:28:00,Sala,28.1,0,15.0
2025-03-01 01:28:00,Quarto,22.5,1,29.0
2025-03-01 01:28:00,Cozinha,28.1,0,11.0
2025-03-01 01:29:00,Sala,28.2,0,16.0
2025-03-01 01:29:00,Quarto,22.5,1,22.0
2025-03-01 01:29:00,Cozinha,28.2,0,12.0
2025-03-01 01:30:00,Sala,28.0,0,18.0
2025-03-01 01:30:00,Quarto,22.5,1,38.0
2025-03-01 01:30:00,Cozinha,28.0,0,13.0
2025-03-01 01:31:00,Sala,28.0,0,15.0
2025-03-01 01:31:00,Quarto,22.5,1,22.0
2025-03-01 01:31:00,Cozinha,28.0,0,11.0
2025-03-01 01:32:00,Sala,28.6,0,15.0
2025-03-01 01:32:00,Quarto,22.7,1,33.0
2025-03-01 01:32:00,Cozinha,28.6,0,15.0
2025-03-01 01:33:00,Sala,28.0,0,17.0
2025-03-01 01:33:00,Quarto,23.4,1,22.0
2025-03-01 01:33:00,Cozinha,28.0,0,13.0
2025-03-01 01:34:00,Sala,28.0,0,8.0
2025-03-01 01:34:00,Quarto,22.5,1,40.0
2025-03-01 01:34:00,Cozinha,28.0,0,20.0
2025-03-01 01:35:00,Sala,28.0,0,17.0
2025-03-01 01:35:00,Quarto,23.2,1,40.0
2025-03-01 01:35:00,Cozinha,28.0,0,18.0
2025-03-01 01:36:00,Sala,28.0,0,12.0
2025-03-01 01:36:00,Quarto,22.5,1,33.0
2025-03-01 01:36:00,Cozinha,28.0,0,13.0
2025-03-01 01:37:00,Sala,28.0,0,13.0
2025-03-01 01:37:00,Quarto,22.5,1,40.0
2025-03-01 01:37:00,Cozinha,28.0,0,18.0
2025-03-01 01:38:00,Sala,28.0,0,19.0
2025-03-01 01:38:00,Quarto,23.0,1,17.0
2025-03-01 01:38:00,Cozinha,28.0,0,20.0
2025-03-01 01:39:00,Sala,28.2,0,12.0
2025-03-01 01:39:00,Quarto,22.9,1,17.0
2025-03-01 01:39:00,Cozinha,28.2,0,11.0
2025-03-01 01:40:00,Sala,28.3,0,21.0
2025-03-01 01:40:00,Quarto,22.5,1,38.0
2025-03-01 01:40:00,Cozinha,28.3,0,13.0
2025-03-01 01:41:00,Sala,28.0,0,13.0
2025-03-01 01:41:00,Quarto,22.6,1,31.0
2025-03-01 01:41:00,Cozinha,28.0,0,13.0
2025-03-01 01:42:00,Sala,28.1,0,15.0
2025-03-01 01:42:00,Quarto,22.9,1,16.0
2025-03-01 01:42:00,Cozinha,28.1,0,13.0
2025-03-01 01:43:00,Sala,28.2,0,17.0
2025-03-01 01:43:00,Quarto,22.5,1,31.0
2025-03-01 01:43:00,Cozinha,28.2,0,17.0
2025-03-01 01:44:00,Sala,28.0,0,17.0
2025-03-01 01:44:00,Quarto,22.7,1,39.0
2025-03-01 01:44:00,Cozinha,28.0,0,13.0
2025-03-01 01:45:00,Sala,28.0,0,10.0
2025-03-01 01:45:00,Quarto,23.0,1,34.0
2025-03-01 01:45:00,Cozinha,28.0,0,12.0
2025-03-01 01:46:00,Sala,28.2,0,10.0
2025-03-01 01:46:00,Quarto,23.0,1,12.0
2025-03-01 01:46:00,Cozinha,28.2,0,13.0
2025-03-01 01:47:00,Sala,28.0,0,12.0
2025-03-01 01:47:00,Quarto,22.8,1,40.0
2025-03-01 01:47:00,Cozinha,28.0,0,13.0
2025-03-01 01:48:00,Sala,28.3,0,12.0
2025-03-01 01:48:00,Quarto,23.3,1,40.0
2025-03-01 01:48:00,Cozinha,28.3,0,8.0
2025-03-01 01:49:00,Sala,28.0,0,17.0
2025-03-01 01:49:00,Quarto,22.9,1,36.0
2025-03-01 01:49:00,Cozinha,28.0,0,13.0
2025-03-01 01:50:00,Sala,28.0,0,15.0
2025-03-01 01:50:00,Quarto,23.5,1,34.0
2025-03-01 01:50:00,Cozinha,28.0,0,16.0
2025-03-01 01:51:00,Sala,28.0,0,14.0
2025-03-01 01:51:00,Quarto,22.8,1,36.0
2025-03-01 01:51:00,Cozinha,28.0,0,14.0
2025-03-01 01:52:00,Sala,28.1,0,21.0
2025-03-01 01:52:00,Quarto,23.4,1,25.0
2025-03-01 01:52:00,Cozinha,28.1,0,19.0
2025-03-01 01:53:00,Sala,28.0,0,9.0
2025-03-01 01:53:00,Quarto,22.5,1,10.0
2025-03-01 01:53:00,Cozinha,28.0,0,14.0
2025-03-01 01:54:00,Sala,28.0,0,20.0
2025-03-01 01:54:00,Quarto,23.2,1,27.0
2025-03-01 01:54:00,Cozinha,28.0,0,17.0
2025-03-01 01:55:00,Sala,28.0,0,16.0
2025-03-01 01:55:00,Quarto,23.4,1,10.0
2025-03-01 01:55:00,Cozinha,28.0,0,18.0
2025-03-01 01:56:00,Sala,28.1,0,14.0
2025-03-01 01:56:00,Quarto,23.3,1,40.0
2025-03-01 01:56:00,Cozinha,28.1,0,16.0
2025-03-01 01:57:00,Sala,28.1,0,14.0
2025-03-01 01:57:00,Quarto,22.6,1,40.0
2025-03-01 01:57:00,Cozinha,28.1,0,12.0
2025-03-01 01:58:00,Sala,28.0,0,14.0
2025-03-01 01:58:00,Quarto,23.2,1,35.0
2025-03-01 01:58:00,Cozinha,28.0,0,18.0
2025-03-01 01:59:00,Sala,28.0,0,14.0
2025-03-01 01:59:00,Quarto,22.5,1,23.0
2025-03-01 01:59:00,Cozinha,28.0,0,16.0
2025-03-01 02:00:00,Sala,28.2,0,12.0
2025-03-01 02:00:00,Quarto,23.4,1,40.0
2025-03-01 02:00:00,Cozinha,28.2,0,16.0
2025-03-01 02:01:00,Sala,28.6,0,13.0
2025-03-01 02:01:00,Quarto,22.5,1,10.0
2025-03-01 02:01:00,Cozinha,28.6,0,19.0
2025-03-01 02:02:00,Sala,28.2,0,15.0
2025-03-01 02:02:00,Quarto,23.1,1,13.0
2025-03-01 02:02:00,Cozinha,28.2,0,22.0
2025-03-01 02:03:00,Sala,28.0,0,15.0
2025-03-01 02:03:00,Quarto,23.4,1,37.0
2025-03-01 02:03:00,Cozinha,28.0,0,16.0
2025-03-01 02:04:00,Sala,28.0,0,16.0
2025-03-01 02:04:00,Quarto,23.5,1,40.0
2025-03-01 02:04:00,Cozinha,28.0,0,20.0
2025-03-01 02:05:00,Sala,28.0,0,12.0
2025-03-01 02:05:00,Quarto,22.9,1,31.0
2025-03-01 02:05:00,Cozinha,28.0,0,18.0
2025-03-01 02:06:00,Sala,28.0,0,20.0
2025-03-01 02:06:00,Quarto,22.9,1,24.0
2025-03-01 02:06:00,Cozinha,28.0,0,12.0
2025-03-01 02:07:00,Sala,28.0,0,17.0
2025-03-01 02:07:00,Quarto,23.0,1,11.0
2025-03-01 02:07:00,Cozinha,28.0,0,11.0
2025-03-01 02:08:00,Sala,28.0,0,20.0
2025-03-01 02:08:00,Quarto,22.9,1,10.0
2025-03-01 02:08:00,Cozinha,28.0,0,14.0
2025-03-01 02:09:00,Sala,28.0,0,7.0
2025-03-01 02:09:00,Quarto,23.0,1,27.0
2025-03-01 02:09:00,Cozinha,28.0,0,17.0
2025-03-01 02:10:00,Sala,28.6,0,18.0
2025-03-01 02:10:00,Quarto,22.9,1,13.0
2025-03-01 02:10:00,Cozinha,28.6,0,23.0
2025-03-01 02:11:00,Sala,28.0,0,15.0
2025-03-01 02:11:00,Quarto,23.0,1,33.0
2025-03-01 02:11:00,Cozinha,28.0,0,15.0
2025-03-01 02:12:00,Sala,28.0,0,13.0
2025-03-01 02:12:00,Quarto,23.0,1,22.0
2025-03-01 02:12:00,Cozinha,28.0,0,13.0
2025-03-01 02:13:00,Sala,28.0,0,14.0
2025-03-01 02:13:00,Quarto,23.5,1,10.0
2025-03-01 02:13:00,Cozinha,28.0,0,18.0
2025-03-01 02:14:00,Sala,28.4,0,9.0
2025-03-01 02:14:00,Quarto,22.8,1,24.0
2025-03-01 02:14:00,Cozinha,28.4,0,11.0
2025-03-01 02:15:00,Sala,28.0,0,12.0
2025-03-01 02:15:00,Quarto,23.5,1,40.0
2025-03-01 02:15:00,Cozinha,28.0,0,19.0
2025-03-01 02:16:00,Sala,28.2,0,12.0
2025-03-01 02:16:00,Quarto,22.7,1,37.0
2025-03-01 02:16:00,Cozinha,28.2,0,11.0
2025-03-01 02:17:00,Sala,28.2,0,14.0
2025-03-01 02:17:00,Quarto,22.8,1,40.0
2025-03-01 02:17:00,Cozinha,28.2,0,16.0
2025-03-01 02:18:00,Sala,28.0,0,18.0
2025-03-01 02:18:00,Quarto,22.5,1,39.0
2025-03-01 02:18:00,Cozinha,28.0,0,17.0
2025-03-01 02:19:00,Sala,28.0,0,16.0
2025-03-01 02:19:00,Quarto,22.5,1,40.0
2025-03-01 02:19:00,Cozinha,28.0,0,14.0
2025-03-01 02:20:00,Sala,28.0,0,18.0
2025-03-01 02:20:00,Quarto,22.6,1,10.0
2025-03-01 02:20:00,Cozinha,28.0,0,10.0
2025-03-01 02:21:00,Sala,28.2,0,11.0
2025-03-01 02:21:00,Quarto,23.5,1,10.0
2025-03-01 02:21:00,Cozinha,28.2,0,20.0
2025-03-01 02:22:00,Sala,28.1,0,15.0
2025-03-01 02:22:00,Quarto,22.7,1,36.0
2025-03-01 02:22:00,Cozinha,28.1,0,15.0
2025-03-01 02:23:00,Sala,28.3,0,15.0
2025-03-01 02:23:00,Quarto,23.1,1,25.0
2025-03-01 02:23:00,Cozinha,28.3,0,15.0
2025-03-01 02:24:00,Sala,28.1,0,10.0
2025-03-01 02:24:00,Quarto,22.5,1,40.0
2025-03-01 02:24:00,Cozinha,28.1,0,16.0
2025-03-01 02:25:00,Sala,28.0,0,15.0
2025-03-01 02:25:00,Quarto,23.2,1,22.0
2025-03-01 02:25:00,Cozinha,28.0,0,13.0
2025-03-01 02:26:00,Sala,28.1,0,12.0
2025-03-01 02:26:00,Quarto,23.2,1,10.0
2025-03-01 02:26:00,Cozinha,28.1,0,18.0
2025-03-01 02:27:00,Sala,28.1,0,16.0
2025-03-01 02:27:00,Quarto,23.5,1,40.0
2025-03-01 02:27:00,Cozinha,28.1,0,18.0
2025-03-01 02:28:00,Sala,28.0,0,11.0
2025-03-01 02:28:00,Quarto,22.7,1,30.0
2025-03-01 02:28:00,Cozinha,28.0,0,17.0
2025-03-01 02:29:00,Sala,28.0,0,16.0
2025-03-01 02:29:00,Quarto,22.6,1,21.0
2025-03-01 02:29:00,Cozinha,28.0,0,11.0
2025-03-01 02:30:00,Sala,28.0,0,11.0
2025-03-01 02:30:00,Quarto,22.5,1,40.0
2025-03-01 02:30:00,Cozinha,28.0,0,12.0
2025-03-01 02:31:00,Sala,28.8,0,16.0
2025-03-01 02:31:00,Quarto,23.1,1,17.0
2025-03-01 02:31:00,Cozinha,28.8,0,17.0
2025-03-01 02:32:00,Sala,28.0,0,15.0
2025-03-01 02:32:00,Quarto,23.5,1,29.0
2025-03-01 02:32:00,Cozinha,28.0,0,18.0
2025-03-01 02:33:00,Sala,28.0,0,15.0
2025-03-01 02:33:00,Quarto,23.5,1,21.0
2025-03-01 02:33:00,Cozinha,28.0,0,20.0
2025-03-01 02:34:00,Sala,28.2,0,13.0
2025-03-01 02:34:00,Quarto,23.3,1,40.0
2025-03-01 02:34:00,Cozinha,28.2,0,17.0
2025-03-01 02:35:00,Sala,28.0,0,13.0
2025-03-01 02:35:00,Quarto,22.9,1,29.0
2025-03-01 02:35:00,Cozinha,28.0,0,17.0
2025-03-01 02:36:00,Sala,28.1,0,11.0
2025-03-01 02:36:00,Quarto,23.2,1,39.0
2025-03-01 02:36:00,Cozinha,28.1,0,17.0
2025-03-01 02:37:00,Sala,28.3,0,18.0
2025-03-01 02:37:00,Quarto,23.2,1,29.0
2025-03-01 02:37:00,Cozinha,28.3,0,10.0
2025-03-01 02:38:00,Sala,28.1,0,16.0
2025-03-01 02:38:00,Quarto,23.1,1,11.0
2025-03-01 02:38:00,Cozinha,28.1,0,12.0
2025-03-01 02:39:00,Sala,28.3,0,15.0
2025-03-01 02:39:00,Quarto,23.3,1,30.0
2025-03-01 02:39:00,Cozinha,28.3,0,15.0
2025-03-01 02:40:00,Sala,28.3,0,13.0
2025-03-01 02:40:00,Quarto,23.0,1,23.0
2025-03-01 02:40:00,Cozinha,28.3,0,14.0
2025-03-01 02:41:00,Sala,28.0,0,16.0
2025-03-01 02:41:00,Quarto,22.8,1,40.0
2025-03-01 02:41:00,Cozinha,28.0,0,12.0
2025-03-01 02:42:00,Sala,28.0,0,14.0
2025-03-01 02:42:00,Quarto,23.5,1,33.0
2025-03-01 02:42:00,Cozinha,28.0,0,18.0
2025-03-01 02:43:00,Sala,28.0,0,16.0
2025-03-01 02:43:00,Quarto,23.4,1,31.0
2025-03-01 02:43:00,Cozinha,28.0,0,18.0
2025-03-01 02:44:00,Sala,28.0,0,19.0
2025-03-01 02:44:00,Quarto,23.5,1,25.0
2025-03-01 02:44:00,Cozinha,28.0,0,14.0
2025-03-01 02:45:00,Sala,28.4,0,20.0
2025-03-01 02:45:00,Quarto,22.7,1,24.0
2025-03-01 02:45:00,Cozinha,28.4,0,14.0
